file,question,solution,category
prob_s2.7.tex,"\begin{question} [M200 2001A] % 2
Assume that the temperature $T$ at a point $(x,y,z)$ near
a flame at the origin is given by 
\begin{equation*}
T(x,y,z)=\frac{200}{1+x^2+y^2+z^2}
\end{equation*}
where the coordinates are given in meters and the temperature is in degrees
Celsius. Suppose that at some moment in time, a moth is at the point $(3,4,0)$
and is flying at a constant speed of $1 {\rm m/s}$ in the direction of maximum
increase of temperature.
\begin{enumerate}[(a)]
\item 
Find the velocity vector $\vv$ of the moth at this moment.

\item
 What rate of change of temperature does the moth feel at that moment?
\end{enumerate}
\end{question}","\begin{solution}
(a) The moth is moving the direction of the temperature gradient
at $(3,4,0)$, which is
\begin{equation*}
\vnabla T(3,4,0)
=-200\frac{2x\hi+2y\hj+2z\hk}{{(1+x^2+y^2+z^2)}^2}\bigg|_{(3,4,0)}
=-400\frac{3\hi+4\hj}{26^2}
\end{equation*}
Since the speed of the moth is $1 {\rm m/s}$ its velocity vector is a vector
of length one in direction $-\frac{400}{26^2}\llt 3,4,0\rgt$ and hence is 
$\vv=-\frac{\llt 3,4,0\rgt}{|\llt 3,4,0\rgt|}
=-\llt\frac{3}{5},\frac{4}{5},0\rgt$.

(b) The rate of change of temperature (per unit time) the moth feels at 
that time is 
\begin{equation*}
\vnabla T(3,4,0)\cdot\vv
=\frac{400}{26^2}\llt 3,4,0\rgt\cdot \llt\frac{3}{5},\frac{4}{5},0\rgt
=\frac{400\times25}{26^2\times 5}
=\frac{500}{169}\approx 2.96^\circ/{\rm s}
\end{equation*}

\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2000D] %3
We say that $u$ is inversely proportional to $v$ if there
is a constant $k$ so that $u=k/v$. Suppose that the temperature $T$ in
a metal ball is inversely proportional to the distance from the centre
of the ball, which we take to be the origin. The temperature at the point
$(1,2,2)$ is $120^\circ$.
\begin{enumerate}[(a)]
\item
Find the constant of proportionality. 

\item
Find the rate of change of $T$ at $(1,2,2)$ in the direction
towards the point $(2,1,3)$.

\item
Show that at most points in the ball, the direction of greatest
increase is towards the origin.
\end{enumerate}
\end{question}","\begin{solution}
(a)
We are told that $T(x,y,z)=\frac{k}{|\llt x,y,z\rgt|}
=\frac{k}{\sqrt{x^2+y^2+z^2}}$ 
for some constant $k$ and that
\begin{equation*}
120=T(1,2,2)=\frac{k}{|\llt 1,2,2\rgt|}
\implies k=120\times\sqrt{1+2^2+2^2}
          = 360
\end{equation*}

(b) The (unit) direction from $(1,2,2)$ to $(2,1,3)$
is $\vd=\frac{\llt 2,1,3\rgt-\llt 1,2,2\rgt}{|\llt 2,1,3\rgt-\llt 1,2,2\rgt|}
=\frac{\llt 1,-1,1\rgt}{|\llt 1,-1,1\rgt|}=\frac{1}{\sqrt{3}}\llt 1,-1,1\rgt$. 
The desired rate of change of temperature is
\begin{align*}
D_{\vd} T(1,2,2)
&=\vnabla T(1,2,2)\cdot\vd
=-360\frac{x\hi+y\hj+z\hk}{{(x^2+y^2+z^2)}^{3/2}}\Big|_{\llt 1,2,2\rgt}\cdot\vd
\\
&=-360\frac{\llt 1,2,2\rgt}{27}\cdot\frac{\llt 1,-1,1\rgt}{\sqrt{3}}
=-\frac{40}{3\sqrt{3}}\approx-7.70
\end{align*}
degrees per unit distance.

(c) At $(x,y,z)$, the direction of greatest increase is in the direction
of the temperature gradient at $(x,y,z)$, which is 
$\vnabla T(x,y,z)
=-360\frac{x\hi+y\hj+z\hk}{{(x^2+y^2+z^2)}^{3/2}}$
and which points opposite to the radius vector. That is, it points towards
the origin. This argument only fails at $(x,y,z)=(0,0,0)$, where the gradient,
and indeed $T(x,y,z)$, is not defined.
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2000A] %3
The depth of a lake in the $xy$-plane is equal to 
   $f(x, y) = 32-x^2-4x-4y^2$ meters. 
\begin{enumerate}[(a)]
\item
Sketch the shoreline of the lake in the $xy$-plane. 
\end{enumerate}
Your calculus instructor is in the water at the point $(-1, 1)$. 
Find a unit vector which indicates in which direction he should swim 
in order to: 
\begin{enumerate}[(a)]
\item[(b)] 
stay at a constant depth? 
\item[(c)]
increase his depth as rapidly as possible (i.e. be most likely to drown)? 
\end{enumerate}
\end{question}","\begin{solution}
(a) The shoreline is $f(x,y)=0$ or $x^2+4x+4y^2=32$ or $(x+2)^2+4y^2=36$,
which is an ellipse centred on $(-2,0)$ with semiaxes $6$ in the $x$-direction
and $3$ in the $y$-direction.
\begin{center}
     \includegraphics{OE00AQ3.pdf}
\end{center}

(b,c) The gradient of $f$ at $(-1,1)$ is
\begin{equation*}
\vnabla f(-1,1)=\big[(-2x-4)\,\hi-8y\,\hj\big]_{(-1,1)}=-2\,\hi-8\,\hj
\end{equation*}
To remain at constant depth, he should swim perpendicular to the depth
gradient. So he should swim in direction $\pm\frac{1}{\sqrt{17}}\llt 4,-1\rgt$.
To increase his depth as rapidly as possible, he should swim in the direction
of the depth gradient, which is $-\frac{1}{\sqrt{17}}\llt 1,4\rgt$.
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}
The temperature $T(x,y)$ at points of the $xy$-plane is given by 
$T(x,y)=x^2-2y^2$.
\begin{enumerate}[(a)]
\item
Draw a contour diagram for $T$ showing some isotherms (curves
of constant temperature).
\item
In what direction should an ant at position $(2,-1)$ move if
it wishes to cool off as quickly as possible?
\item
If the ant moves in that direction at speed $v$ at what rate
does its temperature decrease?
\item
What would the rate of decrease of temperature of the ant be
if it moved from $(2,-1)$ at speed $v$ in direction $\llt -1,-2\rgt$?
\item
Along what curve through $(2,-1)$ should the ant move to continue
experiencing maximum rate of cooling?
\end{enumerate}
\end{question}","\begin{solution}
(a) The curve on which the temperature is $T_0$ is $x^2-2y^2=T_0$.
If $T_0=0$, this is the pair of straight lines $y=\pm\frac{x}{\sqrt{2}}$.
If $T_0>0$, it is a hyperbola on which $x^2=2y^2+T_0\ge T_0$.
If $T_0<0$, it is a hyperbola on which $2y^2=x^2-T_0\ge |T_0|$.
Here is a sketch which show the isotherms $T=0,\ 1,\ -1$ as well
as the branch of the $T=2$ isotherm that contains the ant's location
$(2,-1)$.
\begin{center}
     \includegraphics{ant.pdf}
\end{center}
Note that the temperature gradient is $\vnabla T(x,y)=\llt 2x,-4y\rgt$.
In particular, the temperature gradient at $(2,-1)$
is $\vnabla T(2,-1)=\llt 4,4\rgt$.

(b) To achieve maximum rate of cooling, the ant should move in the direction
opposite the temperature gradient at $(2,-1)$. So the direction of
maximum rate of cooling is 
\begin{equation*}
-\frac{\llt 4,4\rgt}{4\sqrt{2}}
    =\frac{\llt -1,-1\rgt}{\sqrt{2}}
\end{equation*}

(c) If the ant moves in the direction of part (b), its rate of cooling
per unit distance is $|\vnabla T(2,-1)|=|\llt 4,4\rgt| = 4\sqrt{2}$.
It the ant is moving at speed $v$, its rate of cooling
per unit time is $4\sqrt{2}\,v$.

(d) If the ant moves from $(2,-1)$  in direction $\llt -1,-2\rgt$
its temperature increases at the rate 
\begin{equation*}
  D_{\frac{\llt -1,-2\rgt}{\sqrt{5}}} T(2,-1)
        = \llt 4,4\rgt\cdot \frac{\llt -1,-2\rgt}{\sqrt{5}}
        = -\frac{12}{\sqrt{5}}
\end{equation*}
per unit distance. So, if the ant is moving at speed $v$,
its rate of decrease of temperature per unit time
is $\frac{12}{\sqrt{5}}\,v$



(e) Suppose that the ant moves along the curve $y=y(x)$. For the ant to always
experience maximum rate of cooling (or maximum rate of heating), 
the tangent to this curve must be parallel to $\vnabla T(x,y)$ at every point of the curve. A tangent to the curve at $(x,y)$ is $\llt 1,\diff{y}{x}(x)\rgt$.
This is parallel to $\vnabla T(x,y)=\llt 2x,-4y\rgt$ when
\begin{align*}
\frac{\diff{y}{x}}{1}=\frac{-4y}{2x}
\implies \frac{dy}{y}=-2\frac{dx}{x}
\implies \ln y=-2\ln x+C
\implies y=C'x^{-2}
\end{align*}
To pass through $(2,-1)$, we need $C'=-4$, so $y=-\frac{4}{x^2}$.

%If the ant is at $\big(x(t)sec directional derivatives,y(t)\big)$ at time $t$ and moves
%with constant speed, then the rate of cooling is 
%\begin{equation*}
%-\llt\diff{x}{t},\diff{y}{t}\rgt\cdot\vnabla T\big(x(t),y(t)\big)
%=-\llt\diff{x}{t},\diff{y}{t}\rgt\cdot\llt 2x,-4y\rgt
%\end{equation*}
%which is a maximum when $\llt\diff{x}{t},\diff{y}{t}\rgt
%\parallel \llt 2x,-4y\rgt$. This is the case when
%\begin{align*}
%\diff{y}{x}=\frac{\diff{y}{t}}{\diff{x}{t}}=\frac{4y}{-2x}
%\implies \frac{dy}{y}=-2\frac{dx}{x}
%\implies \ln y=-2\ln x+C
%\implies y=C'x^{-2}
%\end{align*}
%To pass through $(2,-1)$, we need $C'=-4$, so $y=-\frac{4}{x^2}$.


\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2008A] %3
Consider the function $f(x,y,z) = x^2 + \cos(yz)$.

\begin{enumerate}[(a)]
\item
Give the direction in which $f$ is increasing the fastest at the point 
$(1, 0, \pi/2)$.

\item
Give an equation for the plane $T$ tangent to the surface 
\begin{equation*}
S = \Set{(x,y,z)}{f(x,y,z) = 1}
\end{equation*}
at the point $(1, 0, \pi/2)$.

\item
Find the distance between $T$ and the point $(0, 1, 0)$.

\item
Find the angle between the plane $T$ and the plane
\begin{equation*}
P = \Set{(x,y,z)}{x + z = 0}.
\end{equation*}

\end{enumerate}
\end{question}","\begin{solution}
The first order partial derivatives of $f$, both at a general point 
$(x,y,z)$ and at the point $(1, 0, \pi/2)$, are
\begin{alignat*}{3}
f_x(x,y,z)&= 2x\qquad &
     f_x(1, 0, \pi/2)&= 2 \\
f_y(x,y,z)&= -z\sin(yz)\qquad &
     f_y(1, 0, \pi/2)&= 0 \\
f_z(x,y,z)&= -y\sin(yz)\qquad &
     f_z(1, 0, \pi/2)&= 0 
\end{alignat*}

(a) The rate of increase of $f$ is largest in the direction of 
$\vnabla f(1, 0, \pi/2)=\llt 2,0,0\rgt$. A unit vector in that direction
is $\hi$.

(b) The gradient vector $\vnabla f(1, 0, \pi/2)=\llt 2,0,0\rgt$ is a normal
vector to the surface $f=1$ at $(1, 0, \pi/2)$. So the specified tangent
plane is
\begin{align*}
\llt 2,0,0\rgt \cdot \llt x-1\,,\,y-0\,,\,z-\pi/2\rgt=0\qquad\text{or}\qquad
x=1
\end{align*} 

(c) The vector from the point $(0,1,0)$ to the point $(1,1,0)$, on $T$,
is $\llt 1,0,0\rgt$, which is perpendicular to $T$. So $(1,1,0)$
is the point on $T$ nearest $(0,1,0)$  and the distance from $(0,1,0)$ to $T$
is $|\llt 1,0,0\rgt|=1$.

(d) The vector $\llt 1,0,1\rgt$ is perpendicular to the plane $x+z=0$.
So the angle between the planes $T$ and $x+z=0$ is the same as the angle
$\theta$ between the vectors $\llt 1,0,0\rgt$ and $\llt 1,0,1\rgt$,
which obeys
\begin{align*}
& |\llt 1,0,0\rgt| \ |\llt 1,0,1\rgt|\ \cos\theta 
   =|\llt 1,0,0\rgt\cdot\llt 1,0,1\rgt| 
   =1 \\
&\implies \cos\theta=\frac{1}{\sqrt{2}}
\implies  \theta=\frac{\pi}{4} 
\end{align*}
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2015D] %2
A function $T(x,y,z)$ at $P = (2,1,1)$ is known to have 
$T(P) = 5$, $T_x (P) = 1$, $T_y(P) = 2$, and $T_z(P) = 3$.
\begin{enumerate}[(a)]
\item
A bee starts flying at $P$ and flies along the unit vector pointing 
towards the point $Q = (3,2,2)$. What is the rate of change of 
$T(x,y,z)$ in this direction?
\item
Use the linear approximation of $T$ at the point $P$ to approximate 
$T(1.9,1,1.2)$.
\item
Let $S(x,y,z) = x + z$. A bee starts flying at $P$; along which unit 
vector direction should the bee fly so that the rate of change of $T(x,y,z)$ 
and of $S(x,y,z)$ are both zero in this direction?
\end{enumerate}
\end{question}","\begin{solution}
(a) We are being asked for the directional derivative of
$T$ in the direction of the  unit vector from $P=(2,1,1)$ to $Q=(3,2,2)$, 
which is $\frac{\llt 1,1,1\rgt}{\sqrt{3}}$. That directional
derivative is
\begin{align*}
\vnabla T(P)\cdot \frac{\llt 1,1,1\rgt}{\sqrt{3}}
=\llt 1,2,3\rgt \cdot \frac{\llt 1,1,1\rgt}{\sqrt{3}}
=2\sqrt{3}
\end{align*}

(b) The linear approximation to $T$ at $P$ is
\begin{align*}
T(2+\De x\,,\,1+\De y\,,\,1+\De z)
   &\approx T(P) + T_x(P)\,\De x + T_y(P)\,\De y + T_z(P)\,\De z \\
   &= 5 +\De x +2\,\De y +3\,\De z 
\end{align*}
Applying this with $\De x = -0.1$, $\De y = 0$, $\De z=0.2$ gives
\begin{align*}
T(1.9\,,\,1\,,\,1.2)
   &\approx 5 +(-0.1) +2\,(0) +3\,(0.2) 
   =5.5
\end{align*}

(c) For the rate of change of $T$ to be zero, the direction of
motion must be perpendicular to $\vnabla T(P) = \llt 1,2,3\rgt$.
For the rate of change of $S$ to also be zero, the direction of
motion must also be perpendicular to $\vnabla S(P) = \llt 1,0,1\rgt$.
The vector 
\begin{align*}
\llt 1,2,3\rgt \times \llt 1,0,1\rgt
&=\det\left[\begin{matrix}
             \hi & \hj & \hk\\ 
              1  &  2  & 3 \\
              1  &  0  & 1\end{matrix}\right]
=\llt 2,2,-2\rgt
\end{align*}
is perpendicular to both $\vnabla T(P)$ and $\vnabla S(P)$.
So the desired unit vectors are $\pm\frac{\llt 1,1,-1\rgt}{\sqrt{3}}$.
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2016D] %3
Consider the functions $F(x,y,z) = z^3 +xy^2 +xz$ and $G(x,y,z)=3x-y+4z$.
You are standing at the point $P(0,1,2)$.
\begin{enumerate}[(a)]
\item
You jump from $P$ to $Q(0.1\,,\,0.9\,,\,1.8)$. Use the linear approximation
to determine approximately the amount by which $F$ changes.

\item
You jump from $P$ in the direction along which $G$ increases most rapidly.
Will $F$ increase or decrease?

\item
You jump from $P$ in a direction $\llt a\,,\,b\,,\,c\rgt$ along which the rates 
of change of $F$ and $G$ are both zero. Give an example of such a direction
(need not be a unit vector).

\end{enumerate}
\end{question}","\begin{solution}
We are going to need the gradients of both $F$ and $G$ at $(0,1,2)$. 
So we compute
\begin{align*}
\pdiff{F}{x}(x,y,z)&=y^2+z &
\pdiff{F}{y}(x,y,z)&=2xy  &
\pdiff{F}{z}(x,y,z)&=3z^2+x \\
\pdiff{G}{x}(x,y,z)&=3 &
\pdiff{G}{y}(x,y,z)&=-1  &
\pdiff{G}{z}(x,y,z)&=4
\end{align*}
and then
\begin{equation*}
\vnabla F(0,1,2) = \llt 3,0,12 \rgt\qquad
\vnabla G(0,1,2) = \llt 3,-1,4 \rgt
\end{equation*}

(a) The linear approximation to $F$ at $(0,1,2)$ is
\begin{align*}
F(x,y,z) 
&\approx F(0,1,2) + F_x(0,1,2)\,x + F_y(0,1,2)\,(y-1) + F_z(0,1,2)\,(z-2) \\
&=8+ 3 x + 12 (z-2)
\end{align*}
In particular
\begin{align*}
F(0.1\,,\,0.9\,,\,1.8) - F(0,1,2)
&\approx 3(0.1) + 12(-0.2)
=-2.1
\end{align*}

(b) The direction along which $G$ increases most rapidly at $P$ is
$\vnabla G(0,1,2) = \llt 3,-1,4 \rgt$. The directional derivative of $F$
in that direction is
\begin{align*}
D_{\frac{\llt 3,-1,4\rgt}{\sqrt{26}}}F(0,1,2) 
 = \vnabla F(0,1,2) \cdot \frac{\llt 3,-1,4\rgt}{\sqrt{26}}
 = \llt 3,0,12 \rgt\cdot \frac{\llt 3,-1,4\rgt}{\sqrt{26}}
 > 0
\end{align*}
So $F$ increases.

(c) 
For the rate of change of $F$ to be zero, 
$\llt a\,,\,b\,,\,c\rgt$ must be perpendicular to 
$\vnabla F(0,1,2) = \llt 3,0,12  \rgt$.

For the rate of change of $G$ to be zero, 
$\llt a\,,\,b\,,\,c\rgt$ must be perpendicular to 
$\vnabla G(0,1,2) = \llt 3,-1,4 \rgt$.

So any nonzero constant times
\begin{align*}
\det\left[\begin{matrix}
            \hi  &  \hj  &  \hk \\
            3    &   0   &   12 \\
            3    &  -1   &    4 
            \end{matrix}\right]
=\llt 12 \,,\, 24 \,,\, -3 \rgt
=3 \llt 4 \,,\, 8 \,,\, -1 \rgt
\end{align*}
is an allowed direction.
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2004A] %3
A meteor strikes the ground in the heartland of Canada. 
Using satellite photographs, a model
\begin{equation*}
z=f(x,y)=-\frac{100}{x^2+2x+4y^2+11}
\end{equation*}
of the resulting crater is made and a plan is drawn up to convert the site into
a tourist attraction. A car park is to be built at  $(4,5)$ and a hiking trail is to be made. The trail is to start at the car park and take the steepest route to the bottom of the crater.
\begin{enumerate}[(a)]
\item
  Sketch a map of the proposed site clearly marking the car park, 
a few level curves for the function $f$  and the trail.

\item  
In which direction does the trail leave the car park? 
\end{enumerate}
\end{question}","\begin{solution}
(a)  Since
\begin{equation*}
z=-\frac{100}{x^2+2x+4y^2+11}=-\frac{100}{(x+1)^2+4y^2+10}
\end{equation*}
the bottom of the crater is at $x=-1$, $y=0$ (where the denominator is
a minimum) and the contours (level curves) are ellipses having equations
$(x+1)^2+4y^2=C$. In the sketch below, the filled dot represents the 
bottom of the crater and the open dot represents the car park. The 
contours sketched are (from inside out) $z=-7.5, -5, -2.5, -1$. Note that
the trail crosses the contour lines at right angles.

\begin{center}
     \includegraphics{crater.pdf}
\end{center}

(b) The trail is to be parallel to 
$$
\vnabla z = \frac{100}{{(x^2+2x+4y^2+11)}^2}(2x+2,8y)
$$
At the car park $\vnabla z(4,5)\parallel \llt 10, 40\rgt\parallel \llt 1,4\rgt$.
To move towards the bottom of the crater, we should leave in the direction  
$-\llt 1,4\rgt$.
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question} [M200 2002D] % 3
 You are standing at a lone palm tree in the middle of the
Exponential Desert. The height of the sand dunes around you is given in
meters by 
$$
h(x,y)=100 e^{-(x^2+2y^2)}
$$
where $x$ represents the number of meters east of the palm tree (west if
$x$ is negative) and $y$ represents the number of meters north of the palm
tree (south if $y$ is negative).
\begin{enumerate}[(a)]
\item 
Suppose that you walk $3$ meters east and 2 meters north.
At your new location, $(3,2)$, in what direction is the sand dune sloping
most steeply downward?

\item
If you walk north from the location described in part (a),
what is the instantaneous rate of change of height of the sand dune?

\item
 If you are standing at $(3,2)$ in what direction should you
walk to ensure that you remain at the same height?

\item
 Find the equation of the curve through $(3,2)$ that you should
move along in order that you are always pointing in a steepest descent
direction at each point of this curve.
\end{enumerate}
\end{question}","\begin{solution}
We have
\begin{equation*}
\vnabla h(x,y)= -200 e^{-(x^2+2y^2)}\llt x,2y\rgt\text{ and, in particular, }
\vnabla h(3,2)= -200 e^{-17}\llt 3,4\rgt
\end{equation*}

(a) At $(3,2)$ the dune slopes downward the most steeply in the direction
opposite $\vnabla h(3,2)$, which is (any positive multiple of) $\llt 3,4\rgt$.

(b) The rate is $D_{\hj} h(3,2)=\vnabla h(3,2)\cdot\hj=-800 e^{-17}$.

(c) To remain at the same height, you should walk perpendicular to
$\vnabla h(3,2)$. So you should walk in one of the directions 
$\pm\big(\frac{4}{5},-\frac{3}{5}\big)$.

(d) Suppose that you are walking along a steepest descent curve.
Then the direction from $(x,y)$ to $(x+\dee{x}, y+\dee{y})$, with 
$(\dee{x},\dee{y})$ infinitesmal, must be opposite to 
$\vnabla h(x,y)= -200 e^{-(x^2+2y^2)}(x,2y)$.
Thus $(\dee{x},\dee{y})$ must be parallel to $(x,2y)$ so that the slope
\begin{align*}
\diff{y}{x}=\frac{2y}{x}
\implies \frac{\dee{y}}{y}=2\frac{\dee{x}}{x}
\implies \ln y=2\ln x+C
\end{align*}
We must choose $C$ to obey $\ln 2=2\ln 3+C$ in order to pass through 
the point $(3,2)$. Thus $C=\ln\frac{2}{9}$ and the curve is 
$\ln y=2\ln x+\ln\frac{2}{9}$ or $y=\frac{2}{9}x^2$.
\end{solution}",CLP3
prob_s2.7.tex,"\begin{question}[M200 2002A] %4
Let $f(x,y)$ be a differentiable function with $f(1,2)=7$. Let
\begin{equation*}
\vu=\frac{3}{5}\,\hi+\frac{4}{5}\,\hj,\qquad
\vv=\frac{3}{5}\,\hi-\frac{4}{5}\,\hj
\end{equation*}
be unit vectors. Suppose it is known that the directional derivatives 
$D_\vu f(1,2)$ and $D_\vv f(1,2)$ are equal to $10$ and $2$ respectively.
\begin{enumerate}[(a)]
\item
Show that the gradient vector $\vnabla f$ at $(1,2)$ is $10\hi+5\hj$.

\item 
Determine the rate of change of $f$ at $(1,2)$ in the direction
of the vector $\hi+2\hj$.

\item 
Using the tangent plane approximation, estimate the value
of $f(1.01,2.05)$.
\end{enumerate}
\end{question}","\begin{solution}
(a)
Denote $\vnabla f(1,2)= \llt a,b\rgt$. We are told that
\begin{alignat*}{3}
D_\vu f(1,2)&=\vu\cdot(a,b)&&=\frac{3}{5}a+\frac{4}{5}b&&=10 \\
D_\vv f(1,2)&=\vv\cdot(a,b)&&=\frac{3}{5}a-\frac{4}{5}b&&=2
\end{alignat*}
Adding these two equations gives $\frac{6}{5}a=12$, which forces $a=10$,
and subtracting the two equations gives $\frac{8}{5}b=8$, which forces
$b=5$, as desired.

(b) The rate of change of $f$ at $(1,2)$ in the direction
of the vector $\hi+2\hj$ is
\begin{align*}
\frac{\hi+2\hj}{|\hi+2\hj|}\cdot \vnabla f(1,2)
=\frac{1}{\sqrt{5}}\llt 1,2\rgt\cdot\llt 10,5\rgt
=4\sqrt{5}\approx 8.944
\end{align*}

(c) Applying (\eref{CLP200}{eqn lin approx 2d} in the CLP3 text, which is
\begin{align*}
f\big(x_0+\De x\,,\,y_0+\De y\big)
&\approx f\big(x_0\,,\,y_0\big) 
       + \pdiff{f}{x}\big(x_0\,,\,y_0\big)\,\De x
       + \pdiff{f}{y}\big(x_0\,,\,y_0\big)\,\De y
\end{align*}
with $x_0=1$, $\De x=0.01$, $y_0=2$, and $\De y=0.05$, gives
\begin{align*}
f(1.01,2.05)
&\approx f(1,2)+f_x(1,2)\times(1.01-1)+f_y(1,2)\times(2.05-2) \\
&=7+10\times0.01+5\times0.05 \\
&=7.35
\end{align*}
\end{solution}",CLP3
prob_s2.5.tex,"\begin{question}
Is it reasonable to say that the surfaces $x^2+y^2+(z-1)^2=1$ and
$x^2+y^2+(z+1)^2=1$ are tangent to each other at $(0,0,0)$?
\end{question}","\begin{solution}
Write $F(x,y,z) = x^2+y^2+(z-1)^2-1$ and $G(x,y,z) = x^2+y^2+(z+1)^2-1$.
Let $S_1$ denote the surface $F(x,y,z)=0$ and $S_2$ denote the surface 
$G(x,y,z)=0$.
First note that $F(0,0,0)=G(0,0,0)=0$ so that the point $(0,0,0)$ lies
on both $S_1$ and $S_2$. The gradients of $F$ and $G$ are 
\begin{align*}
\vnabla F(x,y,z)
  &=\llt\pdiff{F}{x}(x,y,z)\,,\,
        \pdiff{F}{y}(x,y,z)\,,\,
        \pdiff{F}{z}(x,y,z)\rgt 
    =\llt 2x\,,\,2y\,,\,2(z-1)\rgt \\
\vnabla G(x,y,z)
  &=\llt\pdiff{G}{x}(x,y,z)\,,\,
        \pdiff{G}{y}(x,y,z)\,,\,
        \pdiff{G}{z}(x,y,z)\rgt 
    =\llt 2x\,,\,2y\,,\,2(z+1)\rgt 
\end{align*}
In particular,
\begin{equation*}
\vnabla F(0,0,0)=\llt 0,0,-2\rgt\qquad
\vnabla G(0,0,0)=\llt 0,0,2\rgt
\end{equation*}
so that the vector $\hk=-\frac{1}{2}\vnabla F(0,0,0)
                       =\frac{1}{2}\vnabla G(0,0,0)$
is normal to both surfaces at $(0,0,0)$. So the tangent plane to 
both $S_1$ and $S_2$ at $(0,0,0)$ is
\begin{equation*}
\hk\cdot\llt x-0,y-0,z-0\rgt=0\qquad\text{or}\qquad z=0
\end{equation*}
Denote by $P$ the plane $z=0$. 
Thus $S_1$ is tangent to $P$ at $(0,0,0)$ and $P$ is tangent to $S_2$ 
at $(0,0,0)$. So it is reasonable to say that $S_1$ and $S_2$ are tangent at
$(0,0,0)$.
\end{solution}",CLP3
